Beer Name (Full),Name,Country
Brasserie Fischer / Fischer Biere d' Alsace Fischer Tradition Amber,Fischer Tradition Amber,France
Moonlight Brewing Company Death & Taxes Black Beer,Death & Taxes,United States
Anadolu Efes Brewery Efes Dark,Efes Dark,Turkey
Lao Brewery Co. Beerlao Dark,Beerlao Dark,Laos
Short's Brewing Company Black Licorice Lager,Black Licorice Lager,United States
Bernard Family Brewery Bernard Cerne,Bernard Cerne (Dark),Czechia
"Grupo Cervezas Alhambra, SL Alhambra Negra",Alhambra Negra,Spain
Greenpoint Beerworks / Kelso of Brooklyn Kelso Nut Brown Lager,Kelso Nut Brown Lager,United States
Elevator Brewery & Draught Haus Elevator Dark Horse Lager,Dark Horse Lager,United States
ŽŽatecký Pivovar ŽŽatec Dark Lager,Žatec Dark Lager,Czechia
Royal Unibrew A/S Faxe Amber,Faxe Amber,Denmark
UNICER União Cervejeira S.A. Super Bock Stout,Super Bock Stout,Portugal
Notch Brewing Notch Černé Pivo,Black Lager (Černé Pivo),United States
Dortmunder Actien Brauerei / DAB DAB Dark Beer,DAB Dark Beer,Germany
Sociedade Central de Cervejas Sagres Cerveja Preta (Dark),Sagres Cerveja Preta (Dark),Portugal
Obolon Brewery Obolon Oksamytove (Deep Velvet),Obolon Oksamytove (Deep Velvet),Ukraine
U Fleků Pivovaru a Restauraci U Fleku Dark Lager,U Fleku Dark Lager,Czechia
Sapporo Breweries Ltd. Yebisu Black Beer,Yebisu Black Beer,Japan
Pivovary Staropramen Staropramen Granat Prague,Staropramen Granat Beer,Czechia
Big Rock Brewery Honey Brown Lager,Honey Brown Lager,Canada
Sociedade Central de Cervejas Bohemia,Bohemia,Portugal
Pivovar Náchod a.s. Primator Dark Lager,Primator Dark Lager,Czechia
Asahi Breweries Ltd Asahi Honnama Clear Black,Asahi Dry Black,Japan
Cameron's Brewing Co. Dark 266,Dark 266,Canada
Heineken Nederland B.V. Heineken Oud Bruin,Heineken Oud Bruin,Netherlands
Stella Artois Stella Artois,Stella Artois,Belgium
Heineken Nederland B.V. Heineken Lager Beer,Heineken Lager Beer,Netherlands
Guinness Ltd. Harp Lager,Harp Lager,Ireland
Birra Peroni Industriale S.p.A. Peroni Nastro Azzurro,Peroni Nastro Azzurro,Italy
Grolsch Bierbrouwerij N.V. Grolsch Premium Lager,Grolsch Premium Lager,Netherlands
Carlsberg Danmark A/S Carlsberg Beer,Carlsberg Beer,Denmark
Brasseries Kronenbourg Kronenbourg 1664,Kronenbourg 1664,France
Birra Moretti (Heineken) Birra Moretti,Birra Moretti,Italy
"Boon Rawd Brewery Co., Ltd Singha",Singha,Thailand
St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co. St. Pauli Girl,St. Pauli Girl,Germany
Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Pure Brewed Lager Beer,Pure Brewed Organic Lager Beer,United Kingdom
Asia Pacific Breweries Ltd. Tiger Beer,Tiger Beer,Singapore
Zywiec Breweries PLC (Heineken) Zywiec Beer,Zywiec Beer,Poland
United Breweries - UB Group Kingfisher Premium Lager,Kingfisher Premium Lager,India
Damm S. A. Estrella Damm,Estrella Damm,Spain
Mythos Breweries S.A. Mythos Hellenic Lager Beer,Mythos Hellenic Lager Beer,Greece
Rogue Ales Kells Irish Style Lager,Irish Style Lager,United States
Anadolu Efes Brewery Efes Pilsener,Efes Pilsener,Turkey
Cervecería y Maltería Quilmes / Grupo Bemberg Quilmes,Quilmes,Argentina
New Zealand Breweries Limited Steinlager,Steinlager,New Zealand
Browar Okocim S.A. (Carlsberg) O.K. Beer,O.K. Beer,Poland
Baltika Breweries Baltika #3 Classic,Baltika #3 Classic,Russia
Oranjeboom Bierbrouwerij B. V. Oranjeboom Premium Lager,Oranjeboom Premium Lager,Netherlands
Amstel Brouwerij B. V. Amstel Lager,Amstel Lager,Netherlands
Sapporo Breweries Ltd. Sapporo Reserve,Sapporo Reserve,Japan
Tennent Caledonian Breweries Tennent's Lager,Tennent's Lager,United Kingdom
Brasserie Piedboeuf Jupiler,Jupiler,Belgium
J. Boag & Son Brewing James Boag's Premium Lager,James Boag's Premium Lager,Australia
Damm S. A. Estrella Damm Daura,Estrella Damm Daura,Spain
Mill Street Brew Pub Mill Street Original Organic Lager,Original Organic Lager,Canada
Karbach Brewing Co. Sympathy For The Lager,Sympathy For The Lager,United States
Tuborgs Bryggerier A/S Tuborg Pilsner Beer (Green / Grøn),Tuborg Pilsner Beer (Green / Grøn),Denmark
Brauerei Göss (Brau Union) Gösser,Gösser,Austria
Hite Brewery Company LTD Hite,Hite,South Korea
Beijing Yanjing Beer Group Corporation Yanjing Beer,Yanjing Beer,China
Lech Browary Wielkopolski (SABMiller) Lech Premium,Lech Premium,Poland
Baltika Breweries Baltika #5 Gold,Baltika #5 Gold,Russia
Royal Unibrew A/S Faxe Premium Danish Lager,Faxe Premium,Denmark
Brasseries Du Maroc Casablanca Beer,Casablanca Beer,Morocco
Mahou S.A. Cinco Estrellas,Cinco Estrellas,Spain
Brasserie de Tahiti S.A. Hinano,Hinano,French Polynesia
Browerij Nacional Balashi Balashi,Pilsener,Aruba
Tuborgs Bryggerier A/S Tuborg Premium Lager (Gold / Guld),Tuborg Premium Lager (Gold / Guld),Denmark
Carlsberg Danmark A/S Elephant Beer,Elephant Beer,Denmark
Baltika Breweries Baltika #9 Extra (Strong),Baltika #9 Extra (Strong),Russia
Browary Warka Sp. z o.o. Warka Strong,Warka Premium (Strong),Poland
Ceylon / Lion Brewery Limited Lion Imperial Premium Malt Pilsner,Lion Imperial Premium Malt Pilsner,Sri Lanka
"Grupo Cervezas Alhambra, SL Reserva 1925",Reserva 1925,Spain
Elbrewery Co. Ltd. Sp. z o.o. Hevelius Kaper,Hevelius Kaper,Poland
Rinkuškiai Alaus Darykloje Lobster Lovers Beer,Lobster Lovers Beer,Lithuania
Browar Okocim S.A. (Carlsberg) Okocim Mocne,Okocim Mocne,Poland
Royal Unibrew A/S Faxe Extra Strong,Faxe Extra Strong,Denmark
Bierbrouwerij Sint Christoffel B.V Christoffel Nobel,Christoffel Nobel,Netherlands
Rinkuškiai Alaus Darykloje Before-After Premium Lager,Before-After Premium Lager (12% ABV),Lithuania
Les Brasseurs de Gayant Bière Du Démon,Bière Du Démon,France
Ceres Brewery (Royal Unibrew) Ceres Strong Ale Export,Ceres Strong Ale Export,Denmark
Tennent Caledonian Breweries Tennent's Super Strong Lager,Tennent's Super Strong Lager,United Kingdom
Alaus Darykla Kalnapilis Kalnapilis 7.30,Kalnapilis 7.30,Lithuania
Gubernija Brewery Gubernija Grand 9.5 Beer,Grand 9.5 Beer,Lithuania
BOSS Browar Witnica S.A. Boss Beer,Boss Beer,Poland
Crest Brewing Company Crest Super Premium Lager,Crest Super Premium Lager,United States
Rinkuškiai Alaus Darykloje Žaibo,Žaibo,Lithuania
Anadolu Efes Brewery Efes Extra,Efes Extra,Turkey
Zywiec Breweries PLC (Heineken) Tatra,Tatra Mocne,Poland
Carlsberg Danmark A/S Special Brew,Special Brew,Denmark
John Martin's (John Martin SA) Gordon Finest Gold,Gordon Finest Gold,Belgium
Baltika Breweries Arsenalnoye Krepkoye (Strong),Arsenalnoye Krepkoye (Strong),Russia
"Grolsch Bierbrouwerij N.V. Amsterdam Navigator 8,4","Amsterdam Navigator 8,4",Netherlands
Grupo Cruzcampo SA Cruzcampo Gran Reserve,Cruzcampo Gran Reserva,Spain
San Miguel Fabricas De Cervaza Y Maltas S.A. San Miguel Selecta,San Miguel Selecta,Spain
Minipivovar U Medvídků X-Beer 33,X-Beer 33,Czechia
"Rinkuškiai Alaus Darykloje Zhiguly Grande 9,5","Zhiguly Grande 9,5",Lithuania
Amstel Brouwerij B. V. Amstel Gold,Amstel Gold,Netherlands
Brasserie Des Gabariers (L&L Cognac SA) XO Beer,XO Beer,France
Rinkuškiai Alaus Darykloje Aiko,Aiko,Lithuania
"Cervezas Moritz, S.A. Moritz Epidor",Moritz Epidor,Spain
Slavutych Brewery Slavutich Mitzne,Slavutich Mitzne,Ukraine
Baltika Breweries Yarpivo Strong (Krepkoye),Yarpivo Strong (Krepkoye),Russia
Royal Unibrew A/S Faxe Strong,Faxe Royal Strong,Denmark
Browar Van Pur S.A. (Brau Union Polska) Karpackie,Karpackie Super,Poland
Gulpener Bierbrouwerij B.V. Gulpener Gladiator Robuust Bier,Gulpener Gladiator Robuust Bier,Netherlands
Pivovar Náchod a.s. Primátor 21% Rytírský (Knight's Lager),Primátor 21% Rytírský (Knight's Lager),Czechia
Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Original,Original Helles,Germany
Hofbräuhaus München Hofbräu Original,Hofbräu Original,Germany
Spaten-Franziskaner-Bräu Spaten Münchner Hell (Premium Lager),Spaten Münchner Hell (München/Premium Lager),Germany
New Glarus Brewing Company Two Women Lager,Two Women Lager,United States
Surly Brewing Company Hell,Hell Lager,United States
Paulaner Brauerei GmbH & Co. KG Paulaner Original Münchner,Münchner Hell (Original Munich Lager),Germany
Victory Brewing Company Victory Lager,Victory Helles Lager,United States
Löwenbräu AG Löwenbräu Original,Löwenbräu Original,Germany
Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Helles Lagerbier,Aecht Schlenkerla Helles Lagerbier,Germany
Cigar City Brewing Hotter Than Helles,Hotter Than Helles Lager,United States
Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Gold,Hacker-Pschorr Münchner Gold,Germany
Three Floyds Brewing Co. & Brewpub Gorch Fock,Gorch Fock,United States
Maui Brewing Co. Bikini Blonde Lager,Bikini Blonde Lager,United States
Ballast Point Brewing Company Longfin Lager,Longfin Lager,United States
Stoudts Brewing Co. Stoudt's Gold Lager,Gold Lager,United States
Stieglbrauerei zu Salzburg GmbH Stiegl Goldbräu,Stiegl Goldbräu,Austria
Sly Fox Brewing Company Helles Golden Lager,Helles Golden Lager,United States
"Hijos De Rivera, S.A. Estrella Galicia",Estrella Galicia Especial,Spain
Firestone Walker Brewing Co. Firestone Lager,Firestone Lager,United States
Pennsylvania Brewing Company Penn Gold,Penn Gold,United States
Henninger Bräu AG Henninger Premium Lager,Henninger Premium Lager,Germany
Devils Backbone Brewing Company Gold Leaf Lager,Gold Leaf Lager,United States
Christian Moerlein Brewing Company Christian Moerlein Lager House Original Golden Helles,Lager House Original Golden Helles,United States
Thomas Hooker Brewing Company Thomas Hooker Munich Style Lager,Munich-Style Lager,United States
Rahr & Sons Brewing Company Rahr's Blonde,Rahr's Blonde,United States
Rahr & Sons Brewing Company Blonde Lager,Blonde Lager,United States
Klosterbrauerei Andechs Andechser Spezial Hell,Andechser Spezial Hell,Germany
Fordham Brewing Company Fordham Helles Lager,Helles Lager,United States
Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Hell,Hacker-Pschorr Münchner Hell,Germany
Hacker-Pschorr Bräu GmbH Hacker-Pschorr Edelhell,Hacker-Pschorr Edelhell,Germany
Klosterbrauerei Weltenburg Weltenburger Kloster Barock-Hell,Weltenburger Kloster Barock-Hell,Germany
Okanagan Spring Brewery 1516 Bavarian Lager,1516 Bavarian Lager,Canada
Ninkasi Brewing Company Helles Belles,Helles Belles,United States
Red Oak Brewery Hummin' Bird,Hummin' Bird,United States
Der HirschBrau/Privatbrauerei Höss Neuschwansteiner,Neuschwansteiner,Germany
Ottakringer Brauerei AG Ottakringer Helles,Ottakringer Helles,Austria
Jack's Abby Brewing Hoponius Union,Hoponius Union,United States
Jack's Abby Brewing Kiwi Rising,Kiwi Rising - Double IPL,United States
Ballast Point Brewing Company Fathom India Pale Lager,Fathom IPL,United States
Wolverine State Brewing Company Gulo Gulo Lager,Gulo Gulo I.P.L,United States
"Pyramid Breweries, Inc. Pale Ale",India Pale Lager,United States
Williams Brothers Brewing Company Caesar Augustus (Lager/IPA Hybrid),Caesar Augustus (Lager/IPA Hybrid),United Kingdom
Asahi Breweries Ltd Asahi Super Dry,Asahi Super Dry,Japan
Sapporo Breweries Ltd. Sapporo Original Draft Beer,Sapporo Original Draft Beer,Japan
"Orion Beer Co., Ltd. Orion Premium Draft Beer",Orion Premium Draft Beer,Japan
"Kirin Brewery Company, Limited Kirin Lager",Kirin Lager,Japan
Lao Brewery Co. Beerlao Lager,Beerlao Lager,Laos
Sapporo Breweries Ltd. Sapporo Draft Beer,Sapporo Draft Beer,Japan
Uehara Shuzou Co. Ltd. / Echigo Beer Pub Koshihikari Echigo Beer,Koshihikari Echigo Beer,Japan
Asahi Breweries Ltd Asahi Draft (Jukusen),Asahi Draft (Jukusen),Japan
"Kirin Brewery Company, Limited Kirin Classic Lager",Kirin Classic Lager,Japan
Asahi Breweries Ltd Asahi Orion,Asahi Orion,Japan
Asahi Breweries Ltd Asahi Premium,Asahi Dry Premium,Japan
"Hangzhou Xihu Beer Asahi Co. , Ltd. Siwo",Siwo,China
Sapporo Breweries Ltd. Sapporo Fuyumonogatari - The Winter's Tale,Sapporo Fuyumonogatari - The Winter's Tale,Japan
Yo-Ho Brewing Company Organic Beer Shinshu Sansan,Organic Beer Shinshu Sansan,Japan
Guangzhou Zhujiang Brewery Co. Ltd. Zhujiang Beer,Zhujiang Beer,China
"Kirin Brewery Company, Limited Kirin Bar Beer",Kirin Bar Beer,Japan
"Kirin Brewery Company, Limited Kirin Premium Draft Beer",Kirin Premium Draft Beer,Japan
"Kirin Brewery Company, Limited Kirin Ichiban Maribana",Kirin Ichiban Maribana,Japan
"Kirin Brewery Company, Limited Kirin Brau Meister",Kirin Brau Meister,Japan
Taiwan Tobacco & Liquor Corporation Taiwan Beer,Taiwan Beer Draft Beer Only 18 Days,Taiwan
Great Divide Brewing Company Hapa Beer,Hapa Beer,United States
Urban Chestnut Brewing Company Zwickel,Zwickel,United States
Kulmbacher Brauerei AG Mönchshof Kellerbier (Kellerbräu),Mönchshof Kellerbier,Germany
Hacker-Pschorr Bräu GmbH Hacker-Pschorr Anno 1417,Hacker-Pschorr Munchner Kellerbier (Anno 1417),Germany
St. Georgenbräu Buttenheimer Keller Bier,Buttenheimer Keller Bier,Germany
Creemore Springs Brewery Limited Creemore Springs Kellerbier,Creemore Springs Kellerbier,Canada
Columbus Brewing Company Columbus Summer Teeth,Summer Teeth,United States
Private Landbrauerei Scheuerer Moosbacher Kellerbier,Moosbacher Kellerbier,Germany
Brauerei Max Leibinger GmbH Zeppelin Bier,Zeppelin Bier,Germany
Brouwerij Drie Fonteinen Beersel Lager,Beersel Lager,Belgium
Les Trois Mousquetaires Série Signature Kellerbier,Série Signature Kellerbier,Canada
Arcobräu Gräfliches Brauhaus Arcobräu Zwickl Lager,Arcobräu Zwickl Lager,Germany
Stieglbrauerei zu Salzburg GmbH Paracelsus Zwickl,Paracelsus Zwickl,Austria
Brauerei Hofstetten Krammer GmbH & Co. KG Kubelbier,Kubelbier,Germany
Fürst Wallerstein Brauhaus Fürsten Zwickel,Fürsten Zwickel,Germany
Brauerei Zehendner GmbH Mönchsambacher Lager,Mönchsambacher Lager,Germany
Anheuser-Busch Bud Light,Bud Light,United States
Miller Brewing Co. Miller Lite,Miller Lite,United States
Anheuser-Busch Bud Light Lime,Bud Light Lime,United States
Anheuser-Busch Michelob Ultra,Michelob Ultra,United States
Boston Beer Company (Samuel Adams) Sam Adams Light,Sam Adams Light,United States
Anheuser-Busch Natural Light,Natural Light,United States
Grupo Modelo S.A. de C.V. Corona Light,Corona Light,Mexico
Coors Brewing Company Keystone Light,Keystone Light,United States
Anheuser-Busch Bud Light Platinum,Bud Light Platinum,United States
"Tsingtao Brewery Co., Ltd. Five Star All Malt Beer",Tsingtao Beer,China
Anheuser-Busch Busch Light,Busch Light,United States
Amstel Brouwerij B. V. Amstel Light,Amstel Light,Netherlands
Anheuser-Busch Budweiser Select,Budweiser Select,United States
Heineken Nederland B.V. Heineken Premium Light Lager,Heineken Premium Light Lager,Netherlands
Anheuser-Busch Michelob Light,Michelob Light,United States
Miller Brewing Co. Miller High Life Light,Miller High Life Light,United States
Miller Brewing Co. Milwaukee's Best Light,Milwaukee's Best Light,United States
Labatt Brewing Company Ltd. Labatt Blue Light,Labatt Blue Light,Canada
Anheuser-Busch Budweiser Select 55,Budweiser Select 55,United States
Anheuser-Busch Michelob Ultra Amber,Michelob Ultra Amber,United States
Anheuser-Busch Michelob Golden Draft Light,Michelob Golden Draft Light,United States
"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Tecate Light",Tecate Light,Mexico
Anheuser-Busch Michelob Ultra Lime Cactus,Michelob Ultra Lime & Prickly Pear Cactus,United States
Cisco Brewers Inc. Sankaty Light,Sankaty Light,United States
Miller Brewing Co. Miller Genuine Draft Light 64,Miller Genuine Draft 64,United States
Spoetzl Brewery Shiner Light Blonde,Shiner Light Blonde,United States
Genesee Brewing Co. / Dundee Brewing Co. Genny Light,Genny Light,United States
Pittsburgh Brewing Co. I.C. Light,I.C. Light,United States
Compañía Cervecera de Puerto Rico Medalla Light,Medalla Light,Puerto Rico
Pabst Brewing Company Old Milwaukee Light,Old Milwaukee Light,United States
Brauerei Beck & Co. Beck's Premier Light,Beck's Premier Light,Germany
"Kirin Brewery Company, Limited Kirin Light Beer",Kirin Light Beer,Japan
Anheuser-Busch Michelob Ultra Pomegranate Raspberry,Michelob Ultra Fruit Pomegranate Raspberry,United States
Spoetzl Brewery Shiner Light,Shiner Light,United States
Abita Brewing Co. Light,Light,United States
Desnoes & Geddes Limited Red Stripe Light,Red Stripe Light,Jamaica
Molson Coors Canada Molson Canadian Light,Molson Canadian Light,Canada
Brauerei Beck & Co. Beck's Light,Beck's Light,Germany
Pabst Brewing Company Pabst Blue Ribbon Light,Pabst Blue Ribbon Light,United States
Cerveceria Nacional Dominicana Presidente Light,Presidente Light,Dominican Republic
Miller Brewing Co. Mickey's,Mickey's,United States
Steel Brewing Company Steel Reserve 211 (High Gravity),Steel Reserve 211 (High Gravity),United States
Miller Brewing Co. Olde English 800,Olde English 800,United States
Pabst Brewing Company Colt 45 Malt Liquor,Colt 45 Malt Liquor,United States
Molson Coors Canada Molson XXX,Molson XXX,Canada
Anheuser-Busch King Cobra Premium Malt Liquor,King Cobra Premium Malt Liquor,United States
Anheuser-Busch Natty Daddy,Natty Daddy (8%),United States
Anheuser-Busch Hurricane,Hurricane Malt Liquor,United States
Miller Brewing Co. Magnum,Magnum,United States
Saint Ides Brewing Company St. Ides High Gravity Malt Liquor,St. Ides High Gravity Malt Liquor,United States
Miller Brewing Co. Olde English 800 High Gravity,Olde English 800 High Gravity,United States
Genesee Brewing Co. / Dundee Brewing Co. Dog Bite High Gravity Lager,Dog Bite High Gravity Lager,United States
